0.9897316418	2 0
0.9889539135	0 7 2
0.9856984729	0 1 2 3
0.8738710644	50 10 2
0.8146644099	19 2 1
0.8092058615	30 10 2
0.8061291809	19 0 9
0.8035647282	0 9 2
0.7918391578	19 2 7
0.7653208725	0 9 10
0.7573828947	19 10 2
0.7571309226	10 2
0.7547408188	19 2 9
0.7498634329	30 0 9
0.7449389892	0 9 30
0.7438930522	0 30 10
0.7437318536	19 0 30
0.7433897483	7 10 2
0.7393912517	7 9 9 2
0.7344928650	19 0
0.7333386201	7 9 2 9
0.7313313046	7 10 2 9
0.7101131100	0 9
0.7048444348	7 2 9
0.7046384899	19 2 30
0.7035481377	0 30 9
0.7021712808	10 0
0.6984971393	30 10
0.6800535781	7 9 2
0.6672194865	19 2 9 0
0.6603684248	19 2
0.6532083276	271 53 72 135 0 424 19 10 2 271 53 72 135
0.6526470994	9 10 2
0.6416722289	0 7 10
0.6406454372	33 1 325 3
0.6402514540	0 9 418 19 2
0.6394053394	19 9
0.6376252035	19 0 7
0.6327938188	19 10 2 9
0.6270976157	19 9 2
0.6204902499	7 9
0.6169636816	0 1 2 117
0.6010368246	327 79
0.5963185244	9 30 10
0.5935761976	0 40
0.5859094251	19 10
0.5849094251	7 10
0.5834875727	9 0
0.5817995875	10 144 19
0.5790180549	50 10
0.5769069749	257 9
0.5745251520	9 0 9
0.5732720014	19 2 9 30
0.5688089888	7 9 9
0.5685753695	9 30 0
0.5676530560	10 19
0.5660064069	9 0 9 9
0.5630689069	9 9 0 9
0.5623569266	9 30 7
0.5514593073	418 19 2 9
0.5472540233	9 10
0.5434375751	9 9 9 9 30
0.5427098619	9 9 9 30
0.5391876837	10 418 19 2 9 0 9
0.5375691053	10 19 10
0.5306889995	9 0 9 30
0.5300365508	9 9 30
0.5263733038	9 7 9
0.5261464559	2 9 30
0.5216106208	9 7
0.5203784268	9 9 30 0
0.5184605109	19 2 9 0 9
0.5111568321	10 2 9
0.4956598401	30 418 19
0.4951992464	9 2
0.4928253400	9 33
0.4925585072	9 30
0.4875832491	0 22
0.4872329177	7 2 9 30
0.4843108951	1978 33 0
0.4825774995	9 9
0.4792326537	9 2 9
0.4781072937	2 9
0.4773121294	0 9 9 2
0.4763085982	9 0 30
0.4762326537	9 9 2
0.4750187422	0 7 9 2
0.4738443791	157 19
0.4735493995	0 1 2 9
0.4730061371	0 19 2 9
0.4712326537	9 9 9 9 9
0.4702598524	9 9 9
0.4684733830	9 9 2 9
0.4674539474	9 1978 33 0
0.4667021716	10 418 19 2 9 0
0.4607152179	19 0 9 10
0.4586698801	34 33
0.4567192957	33 10 227
0.4560577662	7 2 9 0
0.4554561975	9 51
0.4506135462	33 1 324 3
0.4502822119	33 1 329 3
0.4500782880	3 7
0.4474887194	117 0 1
0.4468449808	9 9 0 9 9
0.4451373452	84 10 1646 34
0.4449852878	9 9 9 9 9 9
0.4449582621	0 9 9 9
0.4444230150	0 9 418 19
0.4439151387	7 2 30 10
0.4437074037	0 9 418 19 2 1
0.4427272029	433 67 2
0.4372695451	9 418 19
0.4340577662	7 2 9 10
0.4333523449	9 9 9 9 9 9 9
0.4320538931	9 0 9 9 9 9
0.4317016178	9 9 9 9
0.4227440775	9 9 9 0 9 9
0.4175544883	9 9 9 9 0 9 9
0.4165866887	9 928 893 19
0.4140331034	0 9 2444 19 2
0.4121951288	0 9 9 30
0.4121822305	40 7 40
0.4114868340	0 9 2 271 854
0.4110640621	9 1978 33
0.4092559477	0 19 2
0.4075087781	9 0 9 10
0.4072395850	19 9 19 9
0.4060027189	9 9 9 0 9
0.4019568923	9 9 9 0 9 30
0.4000856332	9 9 9 9 9 30
0.3991576451	3 427
0.3962605975	19 10 3388 19 30 10 227 19
0.3942101037	19 0 1
0.3902850201	0 9 9 9 9 9 9
0.3901017527	9 9 0 9 9 9
0.3890184414	9 928 893
0.3884216451	9 9 0 9 30
0.3869698915	33 0 1 2 3
